downtime_id,run_id,machine_id,date,reason_code,duration_minutes,cost_impact_usd
DT-329,RUN-10365,M-127,2025-01-18,MECHANICAL_THERMAL,95,7600
DT-330,RUN-10368,M-129,2025-01-18,ELECTRICAL_FAULT,28,1960
DT-331,RUN-10433,M-113,2025-01-21,OVERLOAD_STOPPAGE,49,2940
DT-332,RUN-10487,M-111,2025-01-23,TOOLING_CHANGEOVER,117,5265
DT-333,RUN-10531,M-102,2025-01-25,OVERLOAD_STOPPAGE,148,8880
DT-334,RUN-10534,M-104,2025-01-25,MECHANICAL_THERMAL,95,7600
DT-335,RUN-10645,M-107,2025-01-29,TOOLING_CHANGEOVER,123,5535
DT-336,RUN-10655,M-119,2025-01-29,MECHANICAL_THERMAL,95,7600
DT-337,RUN-10690,M-131,2025-01-30,ELECTRICAL_FAULT,109,7630
DT-338,RUN-10709,M-118,2025-01-31,ELECTRICAL_FAULT,72,5040
DT-339,RUN-10764,M-120,2025-02-02,MECHANICAL_THERMAL,115,9200
DT-340,RUN-10819,M-122,2025-02-04,MECHANICAL_THERMAL,175,14000
DT-341,RUN-10906,M-130,2025-02-07,ELECTRICAL_FAULT,54,3780
DT-342,RUN-10929,M-123,2025-02-08,OVERLOAD_STOPPAGE,133,7980
DT-343,RUN-11069,M-131,2025-02-13,TOOLING_CHANGEOVER,153,6885
DT-344,RUN-11102,M-105,2025-02-15,MECHANICAL_THERMAL,120,9600
DT-345,RUN-11131,M-108,2025-02-16,MECHANICAL_THERMAL,140,11200
DT-346,RUN-11163,M-114,2025-02-17,TOOLING_CHANGEOVER,89,4005
DT-347,RUN-11177,M-130,2025-02-17,ELECTRICAL_FAULT,64,4480
DT-348,RUN-11191,M-115,2025-02-18,MECHANICAL_THERMAL,101,8080
DT-349,RUN-11196,M-119,2025-02-18,MECHANICAL_THERMAL,140,11200
DT-350,RUN-11237,M-104,2025-02-20,OVERLOAD_STOPPAGE,123,7380
DT-351,RUN-11293,M-108,2025-02-22,MECHANICAL_THERMAL,66,5280
DT-352,RUN-11313,M-131,2025-02-22,MECHANICAL_THERMAL,63,5040
DT-353,RUN-11404,M-112,2025-02-26,OVERLOAD_STOPPAGE,83,4980
DT-354,RUN-11454,M-104,2025-02-28,MECHANICAL_THERMAL,114,9120
DT-355,RUN-11472,M-127,2025-02-28,ELECTRICAL_FAULT,99,6930
DT-356,RUN-11473,M-130,2025-02-28,ELECTRICAL_FAULT,65,4550
DT-357,RUN-11485,M-112,2025-03-01,ELECTRICAL_FAULT,5,350
DT-358,RUN-11510,M-108,2025-03-02,OVERLOAD_STOPPAGE,95,5700
DT-359,RUN-11513,M-112,2025-03-02,ELECTRICAL_FAULT,53,3710
DT-360,RUN-11547,M-120,2025-03-03,TOOLING_CHANGEOVER,155,6975
DT-361,RUN-11572,M-120,2025-03-04,OVERLOAD_STOPPAGE,45,2700
DT-362,RUN-11608,M-131,2025-03-05,MECHANICAL_THERMAL,91,7280
DT-363,RUN-11615,M-104,2025-03-06,MECHANICAL_THERMAL,176,14080
DT-364,RUN-11619,M-109,2025-03-06,OVERLOAD_STOPPAGE,57,3420
DT-365,RUN-11646,M-109,2025-03-07,OVERLOAD_STOPPAGE,5,300
DT-366,RUN-11674,M-113,2025-03-08,ELECTRICAL_FAULT,11,770
DT-367,RUN-11697,M-106,2025-03-09,OVERLOAD_STOPPAGE,93,5580
DT-368,RUN-11717,M-131,2025-03-09,ELECTRICAL_FAULT,152,10640
DT-369,RUN-11751,M-104,2025-03-11,MECHANICAL_THERMAL,114,9120
DT-370,RUN-11752,M-108,2025-03-11,OVERLOAD_STOPPAGE,161,9660
DT-371,RUN-11757,M-113,2025-03-11,MECHANICAL_THERMAL,48,3840
DT-372,RUN-11820,M-122,2025-03-13,OVERLOAD_STOPPAGE,70,4200
DT-373,RUN-11823,M-125,2025-03-13,OVERLOAD_STOPPAGE,88,5280
DT-374,RUN-11834,M-109,2025-03-14,MECHANICAL_THERMAL,80,6400
DT-375,RUN-11885,M-104,2025-03-16,ELECTRICAL_FAULT,112,7840
DT-376,RUN-11889,M-108,2025-03-16,OVERLOAD_STOPPAGE,91,5460
DT-377,RUN-11905,M-131,2025-03-16,MECHANICAL_THERMAL,107,8560
DT-378,RUN-11912,M-104,2025-03-17,OVERLOAD_STOPPAGE,142,8520
DT-379,RUN-11947,M-115,2025-03-18,ELECTRICAL_FAULT,66,4620
DT-380,RUN-12002,M-117,2025-03-20,MECHANICAL_THERMAL,148,11840
DT-381,RUN-12058,M-119,2025-03-22,OVERLOAD_STOPPAGE,176,10560
DT-382,RUN-12143,M-122,2025-03-25,OVERLOAD_STOPPAGE,5,300
DT-383,RUN-12230,M-129,2025-03-28,OVERLOAD_STOPPAGE,60,3600
DT-384,RUN-12237,M-104,2025-03-29,OVERLOAD_STOPPAGE,62,3720
DT-385,RUN-12263,M-104,2025-03-30,OVERLOAD_STOPPAGE,38,2280
DT-386,RUN-12276,M-119,2025-03-30,OVERLOAD_STOPPAGE,132,7920
DT-387,RUN-12315,M-103,2025-04-01,TOOLING_CHANGEOVER,26,1170
DT-388,RUN-12348,M-108,2025-04-02,OVERLOAD_STOPPAGE,138,8280
DT-389,RUN-12364,M-130,2025-04-02,MECHANICAL_THERMAL,80,6400
DT-390,RUN-12384,M-118,2025-04-03,ELECTRICAL_FAULT,123,8610
DT-391,RUN-12404,M-111,2025-04-04,MECHANICAL_THERMAL,69,5520
DT-392,RUN-12429,M-109,2025-04-05,ELECTRICAL_FAULT,138,9660
DT-393,RUN-12434,M-117,2025-04-05,MECHANICAL_THERMAL,95,7600
DT-394,RUN-12477,M-103,2025-04-07,MECHANICAL_THERMAL,18,1440
DT-395,RUN-12493,M-123,2025-04-07,OVERLOAD_STOPPAGE,135,8100
DT-396,RUN-12521,M-122,2025-04-08,ELECTRICAL_FAULT,82,5740
DT-397,RUN-12565,M-112,2025-04-10,ELECTRICAL_FAULT,126,8820
DT-398,RUN-12596,M-116,2025-04-11,TOOLING_CHANGEOVER,93,4185
DT-399,RUN-12607,M-128,2025-04-11,ELECTRICAL_FAULT,10,700
DT-400,RUN-12621,M-113,2025-04-12,OVERLOAD_STOPPAGE,150,9000
DT-401,RUN-12638,M-103,2025-04-13,MECHANICAL_THERMAL,69,5520
DT-402,RUN-12670,M-108,2025-04-14,MECHANICAL_THERMAL,63,5040
DT-403,RUN-12684,M-122,2025-04-14,MECHANICAL_THERMAL,65,5200
DT-404,RUN-12696,M-104,2025-04-15,TOOLING_CHANGEOVER,29,1305
DT-405,RUN-12709,M-121,2025-04-15,OVERLOAD_STOPPAGE,48,2880
DT-406,RUN-12738,M-122,2025-04-16,MECHANICAL_THERMAL,72,5760
DT-407,RUN-12920,M-116,2025-04-23,ELECTRICAL_FAULT,44,3080
DT-408,RUN-12945,M-114,2025-04-24,MECHANICAL_THERMAL,46,3680
DT-409,RUN-12947,M-116,2025-04-24,MECHANICAL_THERMAL,117,9360
DT-410,RUN-12950,M-118,2025-04-24,ELECTRICAL_FAULT,127,8890
DT-411,RUN-13004,M-120,2025-04-26,OVERLOAD_STOPPAGE,42,2520
DT-412,RUN-13012,M-130,2025-04-26,MECHANICAL_THERMAL,165,13200
DT-413,RUN-13046,M-104,2025-04-28,OVERLOAD_STOPPAGE,80,4800
DT-414,RUN-13064,M-125,2025-04-28,UNPLANNED_OTHER,5,250
DT-415,RUN-13102,M-108,2025-04-30,TOOLING_CHANGEOVER,178,8010
DT-416,RUN-13121,M-130,2025-04-30,ELECTRICAL_FAULT,78,5460
DT-417,RUN-13240,M-113,2025-05-05,ELECTRICAL_FAULT,65,4550
DT-418,RUN-13243,M-115,2025-05-05,ELECTRICAL_FAULT,45,3150
DT-419,RUN-13366,M-101,2025-05-10,OVERLOAD_STOPPAGE,121,7260
DT-420,RUN-13373,M-107,2025-05-10,OVERLOAD_STOPPAGE,142,8520
DT-421,RUN-13381,M-119,2025-05-10,TOOLING_CHANGEOVER,103,4635
DT-422,RUN-13442,M-127,2025-05-12,MECHANICAL_THERMAL,90,7200
DT-423,RUN-13472,M-130,2025-05-13,MECHANICAL_THERMAL,78,6240
DT-424,RUN-13498,M-130,2025-05-14,MECHANICAL_THERMAL,79,6320
DT-425,RUN-13512,M-112,2025-05-15,OVERLOAD_STOPPAGE,112,6720
DT-426,RUN-13531,M-105,2025-05-16,OVERLOAD_STOPPAGE,96,5760
DT-427,RUN-13538,M-113,2025-05-16,MECHANICAL_THERMAL,71,5680
DT-428,RUN-13563,M-108,2025-05-17,UNPLANNED_OTHER,40,2000
DT-429,RUN-13569,M-115,2025-05-17,OVERLOAD_STOPPAGE,132,7920
DT-430,RUN-13575,M-123,2025-05-17,MECHANICAL_THERMAL,110,8800
DT-431,RUN-13594,M-116,2025-05-18,MECHANICAL_THERMAL,48,3840
DT-432,RUN-13639,M-104,2025-05-20,ELECTRICAL_FAULT,60,4200
DT-433,RUN-13757,M-117,2025-05-24,ELECTRICAL_FAULT,73,5110
DT-434,RUN-13763,M-122,2025-05-24,OVERLOAD_STOPPAGE,87,5220
DT-435,RUN-13792,M-124,2025-05-25,TOOLING_CHANGEOVER,27,1215
DT-436,RUN-13800,M-102,2025-05-26,TOOLING_CHANGEOVER,135,6075
DT-437,RUN-13827,M-103,2025-05-27,TOOLING_CHANGEOVER,92,4140
DT-438,RUN-13862,M-113,2025-05-28,MECHANICAL_THERMAL,61,4880
DT-439,RUN-13885,M-107,2025-05-29,OVERLOAD_STOPPAGE,112,6720
DT-440,RUN-13898,M-121,2025-05-29,ELECTRICAL_FAULT,122,8540
DT-441,RUN-13918,M-115,2025-05-30,OVERLOAD_STOPPAGE,28,1680
DT-442,RUN-13973,M-116,2025-06-01,OVERLOAD_STOPPAGE,76,4560
DT-443,RUN-14069,M-103,2025-06-05,MECHANICAL_THERMAL,114,9120
DT-444,RUN-14082,M-116,2025-06-05,ELECTRICAL_FAULT,6,420
DT-445,RUN-14146,M-129,2025-06-07,MECHANICAL_THERMAL,68,5440
DT-446,RUN-14188,M-115,2025-06-09,OVERLOAD_STOPPAGE,61,3660
DT-447,RUN-14201,M-131,2025-06-09,MECHANICAL_THERMAL,172,13760
DT-448,RUN-14210,M-108,2025-06-10,ELECTRICAL_FAULT,125,8750
DT-449,RUN-14229,M-129,2025-06-10,OVERLOAD_STOPPAGE,72,4320
DT-450,RUN-14233,M-104,2025-06-11,OVERLOAD_STOPPAGE,198,11880
DT-451,RUN-14236,M-110,2025-06-11,OVERLOAD_STOPPAGE,83,4980
DT-452,RUN-14249,M-122,2025-06-11,MECHANICAL_THERMAL,135,10800
DT-453,RUN-14272,M-119,2025-06-12,MECHANICAL_THERMAL,123,9840
DT-454,RUN-14278,M-127,2025-06-12,OVERLOAD_STOPPAGE,84,5040
DT-455,RUN-14302,M-123,2025-06-13,MECHANICAL_THERMAL,111,8880
DT-456,RUN-14327,M-118,2025-06-14,TOOLING_CHANGEOVER,133,5985
DT-457,RUN-14403,M-111,2025-06-17,ELECTRICAL_FAULT,132,9240
DT-458,RUN-14460,M-117,2025-06-19,ELECTRICAL_FAULT,79,5530
DT-459,RUN-14466,M-122,2025-06-19,ELECTRICAL_FAULT,94,6580
DT-460,RUN-14564,M-112,2025-06-23,OVERLOAD_STOPPAGE,64,3840
DT-461,RUN-14593,M-117,2025-06-24,TOOLING_CHANGEOVER,87,3915
DT-462,RUN-14647,M-116,2025-06-26,ELECTRICAL_FAULT,49,3430
DT-463,RUN-14698,M-113,2025-06-28,MECHANICAL_THERMAL,59,4720
DT-464,RUN-14724,M-107,2025-06-29,OVERLOAD_STOPPAGE,129,7740
DT-465,RUN-14728,M-115,2025-06-29,TOOLING_CHANGEOVER,123,5535
DT-466,RUN-14757,M-116,2025-06-30,OVERLOAD_STOPPAGE,67,4020
DT-467,RUN-14764,M-127,2025-06-30,OVERLOAD_STOPPAGE,173,10380
